ProductName,Description,Product Image,Product Cateogy Name,Model Number,Serial Number,StockLevel,ReorderPoint,Supplier Name,Supplier Mail,Supplier  Contact,Order Date,Quantity,Order Status,Year,Month,Day,Day Name,Month Name,Valid Supplier Email
DOCSIS 3.0 Cable Modem-2,A High Speed Cable Modem,modem.jpg,Modem,SWI-7523,2aa7a440-27df-45e4-b9d8-d516f9d3bd65,400,100,HP,abhp@mail.com,1980762345,2022-02-07,400,Deliverd,2022,2,7,Monday,February,True
WR90 Duplexer-2,RF waveguide duplexer ,No Image Available,Multiplexer,MOD-7850,7c6fe4c4-e703-4cf7-8f9f-212b5090f7eb,200,50,Netgear,Neger@mail.com,9256476541,2023-07-16,200,Deliverd,2023,7,16,Sunday,July,True
PLC Splitter-2,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,SWI-3282,345a902f-6a91-4265-b0df-cf5cab7aa74a,200,50,Broadcom,brcom@mail.com,1759731673,2022-03-23,200,Deliverd,2022,3,23,Wednesday,March,True
RFID Card-2,Radio-Frequency Identification Card,card.jpg,Card,COM-9377,33974701-1211-4c38-919c-891f3d19162c,400,75,BELL,blee@mail.com,1256476894,2022-02-21,400,Deliverd,2022,2,21,Monday,February,True
DOCSIS 3.0 16x4 (CM501)-2,A High Speed Cable Modem,No Image Available,Modem,SPL-6238,955e424a-9d35-4bdb-a1f2-17c89410936a,500,150,Cardcom,cdcom@mail.com,1314732576,2024-11-07,500,Deliverd,2024,11,7,Thursday,November,True
DOCSIS 3.1 Cable Modem (CM1200) -2,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,COM-2507,d50ab19a-48d1-412e-a06c-6da8b0d2c439,300,100,Netgear,Neger@mail.com,9256476541,2022-08-25,300,Deliverd,2022,8,25,Thursday,August,True
CMOS 50G Serial Mux-2,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,COM-2971,83769769-265e-461f-864b-7abb9d85e708,400,75,Netgear,Neger@mail.com,9256476541,2022-01-23,400,Deliverd,2022,1,23,Sunday,January,True
DOCSIS 3.0 24x8 Cable Modem (CM700)-2,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,COM-4444,23fb1f4c-8ccb-4e99-8560-6e8d8e73e536,300,100,Broadcom,brcom@mail.com,1759731673,2022-10-25,300,Deliverd,2022,10,25,Tuesday,October,True
ETL-700  Combiner-2,A two-way combiner,No Image Available,Combiner,MOD-2411,30a3221b-09a8-4aa5-862e-52a6655081e3,200,50,Netgear,Neger@mail.com,9256476542,2024-06-12,200,Deliverd,2024,6,12,Wednesday,June,True
CISCO IR530-2,Provides enterprise-class RF mesh connectivity,No Image Available,Router,CAR-3735,fa2e1f1a-4c62-4b14-9105-b2ab1e67b923,300,75,Synergy,synerg@mail.com,7865434961,2022-03-27,300,Deliverd,2022,3,27,Sunday,March,True
HP JG540A-2,48 Port Ethernet Smart Managed Switch,No Image Available,Switch,SPL-8759,70178b05-5bca-4521-8ae1-24d6e0c82506,500,150,Cisco,abcd@mail.com,1234567890,2022-09-03,500,Deliverd,2022,9,3,Saturday,September,True
DOCSIS 4.0 Cable Modem-2,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,MUL-1618,373a3999-17a1-4f0d-a5f0-ea507e5fadce,300,100,HP,abhp@mail.com,1980762345,2022-06-27,300,Deliverd,2022,6,27,Monday,June,True
Cellular Duplexer Tx-2,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,ROU-6447,ec60cd5e-3d6c-45fc-b34a-92bfda9fdaf4,200,50,Netgear,Neger@mail.com,9256476541,2024-11-02,200,Deliverd,2024,11,2,Saturday,November,True
SBB200 Splitter Trough Block-2, Splitter block constructed with copper-aluminium ,splitter.jpg,Splitter,SPL-5174,4c8e44d4-58ff-49f0-bb46-4dc65c8b0ebf,200,50,Broadcom,brcom@mail.com,1759731673,2024-10-22,200,Deliverd,2024,10,22,Tuesday,October,True
Proximity  Smart Card-2,A contactless smart card ,card.jpg,Card,ROU-9054,e4672f8d-6045-4ecc-a4fa-f6480a62a633,400,75,BELL,blee@mail.com,1256476893,2024-10-30,400,Deliverd,2024,10,30,Wednesday,October,True
DOCSIS 4.0 16x4 (CM500)-2,A High Speed Cable Modem,No Image Available,Modem,COM-2969,5b5c85c3-a1c6-4970-9fe3-0324ea61fa28,500,150,Cardcom,cdcom@mail.com,1314732575,2024-07-09,500,Deliverd,2024,7,9,Tuesday,July,True
DOCSIS 4.1 Cable Modem (CM1100) -2,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,MOD-7013,ec953746-c61b-4c23-9fe5-8f5f01570fcb,300,100,Netgear,Neger@mail.com,9256476541,2024-03-04,300,Deliverd,2024,3,4,Monday,March,True
CMOS 10G Serial Mux-2,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,COM-1431,d3cb421b-aab1-45af-8e60-a95c52ee3623,400,75,Netgear,Neger@mail.com,9256476541,2024-06-14,400,Deliverd,2024,6,14,Friday,June,True
DOCSIS 4.0 24x8 Cable Modem (CM600)-2,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SPL-4216,3c5e7eee-950f-4d01-8981-8294e7b2e688,300,100,Broadcom,brcom@mail.com,1759731674,2022-06-19,300,Deliverd,2022,6,19,Sunday,June,True
ETL-2100  Combiner-2,A two-way combiner,No Image Available,Combiner,SWI-2026,fcf67270-4fa9-4f1c-ac2b-f761f866dc3d,200,50,Netgear,Neger@mail.com,9256476541,2022-05-12,200,Deliverd,2022,5,12,Thursday,May,True
Cisco IR510-2,Wireless personal area network Router,No Image Available,Router,MOD-4504,f354822d-54dd-4840-81bc-081bf737ee34,300,75,Synergy,synerg@mail.com,7865434960,2022-11-01,300,Deliverd,2022,11,1,Tuesday,November,True
HP JG539A-2,"Fast Ethernet web managed ""smart"" switch",No Image Available,Switch,COM-8672,1d14372a-e395-4e84-99d3-69048b6b6479,500,150,Cisco,abcd@mail.com,1234567890,2024-08-17,500,Deliverd,2024,8,17,Saturday,August,True
DOCSIS 4.1 Cable Modem-2,A High Speed Cable Modem,modem.jpg,Modem,SPL-2603,f5ef8ee1-e8d0-4833-84bc-1a534a390303,400,100,HP,abhp@mail.com,1980762345,2024-09-05,400,Deliverd,2024,9,5,Thursday,September,True
WR70 Duplexer-2,RF waveguide duplexer ,No Image Available,Multiplexer,ROU-8346,955dcbb9-4f8e-4de8-8348-75b03c19dd5a,200,50,Netgear,Neger@mail.com,9256476541,2022-07-17,200,Deliverd,2022,7,17,Sunday,July,True
Optical Splitter-2,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,MOD-1339,7a6d4f48-b8d5-4039-a873-e64261282e2e,200,50,Broadcom,brcom@mail.com,1759731673,2024-08-26,200,Deliverd,2024,8,26,Monday,August,True
UHF RFID Card-2,Radio-Frequency Identification Card,card.jpg,Card,SWI-7923,f5a7386c-3fdf-4ca9-8483-bf3ac3761947,400,75,BELL,blee@mail.com,1256476894,2024-07-25,400,Deliverd,2024,7,25,Thursday,July,True
DOCSIS 4.0 16x4 (CM501)-2,A High Speed Cable Modem,No Image Available,Modem,MUL-3985,071a057d-4d6a-47c2-88bc-bc75d4045396,500,150,Cardcom,cdcom@mail.com,1314732576,2024-01-26,500,Deliverd,2024,1,26,Friday,January,True
DOCSIS 4.1 Cable Modem (CM1200) -2,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,COM-3524,c99373f0-7133-4da9-a289-b03e5f1e6f81,300,100,Netgear,Neger@mail.com,9256476541,2024-07-24,300,Deliverd,2024,7,24,Wednesday,July,True
CMOS 20G Serial Mux-2,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,SPL-6591,e192c9bf-4e0c-4be1-a1cd-242f27410788,400,75,Netgear,Neger@mail.com,9256476541,2024-03-02,400,Deliverd,2024,3,2,Saturday,March,True
DOCSIS 4.0 24x8 Cable Modem (CM700)-2,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MUL-5486,e51ec04d-3b19-445f-973c-ff645a619eeb,300,100,Broadcom,brcom@mail.com,1759731673,2024-07-21,300,Deliverd,2024,7,21,Sunday,July,True
ETL-2110  Combiner-2,A two-way combiner,No Image Available,Combiner,COM-6683,f05b9a81-ee41-4407-8a3c-f801cd9d75c5,200,50,Netgear,Neger@mail.com,9256476542,2024-02-14,200,Deliverd,2024,2,14,Wednesday,February,True
Cisco IR921-2,4-port GbE Integrated Security Router,No Image Available,Router,SPL-8016,c8f80097-c202-40c9-b9f9-176d0907cfb1,300,75,Synergy,synerg@mail.com,7865434961,2024-01-10,300,Deliverd,2024,1,10,Wednesday,January,True
HP JG537A-2,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,SPL-5622,1ed0b5bd-a5f9-4f69-85e7-e9ad9b054bb0,500,150,Cisco,abcd@mail.com,1234567890,2024-08-22,500,Deliverd,2024,8,22,Thursday,August,True
4G LTE Modem -2,4G LTE speeds up to 150 Mbps downloads and 50 Mbps uploads,modem.jpg,Modem,SWI-1643,6ea33170-8c71-4f19-b2c9-9570bbe504a8,400,100,HP,abhp@mail.com,1980762345,2022-02-28,400,Deliverd,2022,2,28,Monday,February,True
Cellular Duplexer Rx (MHz)-2,RX cellular duplexer ,No Image Available,Multiplexer,MUL-3513,ec2cb261-9f35-4430-976a-27b76825ce85,200,50,Netgear,Neger@mail.com,9256476541,2024-07-13,200,Deliverd,2024,7,13,Saturday,July,True
SBB100 Splitter Trough-2,Standard splitter,splitter.jpg,Splitter,CAR-5813,dc79d17d-9db8-4b6e-9284-67e6cd955359,200,50,Broadcom,brcom@mail.com,1759731673,2024-05-14,200,Deliverd,2024,5,14,Tuesday,May,True
HID Proximity Card -2,Radio-Frequency Identification Card,card.jpg,Card,CAR-9161,f217b4ff-81a1-4d5b-9dc2-286145e78138,400,75,BELL,blee@mail.com,1256476894,2024-01-02,400,Deliverd,2024,1,2,Tuesday,January,True
DOCSIS 3.0 16x4 (CM600)-2,A High Speed Cable Modem,No Image Available,Modem,MUL-2036,544c63aa-da93-4ba6-ad67-984d937c9702,500,150,Cardcom,cdcom@mail.com,1314732576,2024-04-11,500,Deliverd,2024,4,11,Thursday,April,True
DOCSIS 3.1 Cable Modem (CM600) -2,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,CAR-8847,aa1a680c-86ad-4bf0-8fc4-fc136be8a1e1,300,100,Netgear,Neger@mail.com,9256476541,2024-06-02,300,Deliverd,2024,6,2,Sunday,June,True
CMOS 5G Serial Mux-2,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,MUL-8295,b3356e31-33b7-4e62-985d-8be66796b34f,400,75,Netgear,Neger@mail.com,9256476541,2024-10-25,400,Deliverd,2024,10,25,Friday,October,True
DOCSIS 3.0 24x8 Cable Modem (CM500)-2,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MOD-1647,b86104e5-b96c-46d1-ad03-86a95a0ae42c,300,100,Broadcom,brcom@mail.com,1759731673,2024-10-17,300,Deliverd,2024,10,17,Thursday,October,True
ETL-2200  Combiner-2,A two-way combiner,No Image Available,Combiner,CAR-2165,5c6de274-5c46-4e67-8e61-b044523a06a1,200,50,Netgear,Neger@mail.com,9256476542,2024-06-26,200,Deliverd,2024,6,26,Wednesday,June,True
N600 WiFi Cable Modem-2,N600 Dual Band WiFi—300+300 Mbps,modem.jpg,Modem,ROU-9975,c3a37a9e-01fc-46cc-bf30-d4e0d0ea8d5e,300,75,Synergy,synerg@mail.com,7865434961,2024-10-30,300,Deliverd,2024,10,30,Wednesday,October,True
Cisco IR1800-2,High performance modular router,No Image Available,Router,COM-6019,66f34822-308e-48b4-a984-cc01863040f5,200,50,Netgear,Neger@mail.com,9256476542,2024-10-18,200,Deliverd,2024,10,18,Friday,October,True
HP JG543A-2,HPE OfficeConnect 1910 8 PoE+ Switch,No Image Available,Switch,SWI-8177,9d6f8e83-1bce-4411-94f7-8fd727b6f19a,500,150,Cisco,abcd@mail.com,1234567890,2024-06-06,500,Deliverd,2024,6,6,Thursday,June,True
C3700 Wi-Fi Cable Modem-2,Wifi Cable Modem,modem.jpg,Modem,MUL-1920,90cdcf6c-1dc4-405a-84a8-014031511114,400,100,HP,abhp@mail.com,1980762345,2024-07-28,400,Deliverd,2024,7,28,Sunday,July,True
Cellular Duplexer Tx (MHz)-2,TX cellular duplexer ,No Image Available,Multiplexer,MOD-6105,1decc0eb-e877-4465-9de8-d90289581bb6,200,50,Netgear,Neger@mail.com,9256476541,2024-08-23,200,Deliverd,2024,8,23,Friday,August,True
BEL T4404 T Series Splitter Trough-2,Standard splitter,splitter.jpg,Splitter,MUL-2062,eb58ea38-b916-44aa-ae74-cb133a89cf78,200,50,Broadcom,brcom@mail.com,1759731673,2024-01-13,200,Deliverd,2024,1,13,Saturday,January,True
NFC Proximity Card -2,Radio-Frequency Identification Card,card.jpg,Card,ROU-3690,40da4de3-43bc-4d35-818e-e039ea0ddb45,400,75,BELL,blee@mail.com,1256476894,2024-01-08,400,Deliverd,2024,1,8,Monday,January,True
DOCSIS 3.0 16x4 (CM1000)-2,A High Speed Cable Modem,No Image Available,Modem,CAR-7784,82aafea5-a677-4d01-931b-59d64f003971,500,150,Cardcom,cdcom@mail.com,1314732576,2024-10-03,500,Deliverd,2024,10,3,Thursday,October,True
DOCSIS 3.1 Cable Modem (CM1000) -2,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,CAR-5508,7d87d7ba-f4cf-485a-94a8-fa21ffcdff8a,300,100,Netgear,Neger@mail.com,9256476541,2024-09-19,300,Deliverd,2024,9,19,Thursday,September,True
DOCSIS 3.0 24x8 Cable Modem (CM1000)-2,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,MOD-5887,a8d074f2-8524-4ee5-9021-ba5dd3c4028c,400,75,Netgear,Neger@mail.com,9256476541,2024-05-24,400,Deliverd,2024,5,24,Friday,May,True
COM-G3-L1-403-S5S5-2,A Four-way combiner,No Image Available,Combiner,MOD-1148,e220e41f-7d5b-4e2a-bcb5-2c5db4a52025,200,50,Netgear,Neger@mail.com,9256476542,2024-05-19,200,Deliverd,2024,5,19,Sunday,May,True
BEL T6404 T Series Splitter Trough-2,Distribution Splitter Trough,splitter.jpg,Splitter,SWI-9187,fceb3bbb-4b6a-4cf0-8603-02fa128fe62e,300,75,Synergy,synerg@mail.com,7865434961,2024-09-08,300,Deliverd,2024,9,8,Sunday,September,True
T4104 Bel Electrical Splitter-2,superior performance and durability. With a 125 amp capacity,splitter.jpg,Splitter,COM-3612,a13135f4-299a-4e6b-bfac-167d6bb2da72,400,75,BELL,blee@mail.com,1256476895,2024-02-11,400,Deliverd,2024,2,11,Sunday,February,True
PCS Duplexer Rx (MHz)-2,PCS Rx duplexer ,No Image Available,Multiplexer,SWI-8169,d6399777-d0f8-4697-923c-2f57ea20c658,400,75,BELL,blee@mail.com,1256476896,2023-05-21,400,Deliverd,2023,5,21,Sunday,May,True
Cisco XR500-2,"Routing Protocols (BGP, OSPF)",No Image Available,Router,ROU-2420,7f43ffa1-5528-49b4-956a-13f6cf7d5f17,200,50,Broadcom,brcom@mail.com,1759731674,2023-03-04,200,Deliverd,2023,3,4,Saturday,March,True
Cisco ISR-4331-2,Cisco Integrated Services Router 4331 ,No Image Available,Router,CAR-2816,d996840d-b785-4262-af07-e26e99fa47f2,200,50,Cisco,abcd@mail.com,1234567890,2022-07-12,200,Deliverd,2022,7,12,Tuesday,July,True
Cisco Catalyst 2960X-2, Layer 2 Switch with 24 Ports,No Image Available,Switch,ROU-2829,3f1cce2a-46a1-49eb-9f3c-45ca1804d337,400,75,Cisco,abcd@mail.com,1234567890,2023-03-26,400,Deliverd,2023,3,26,Sunday,March,True
1x2 Fiber Splitter-2, Used for optical signal splitting,splitter.jpg,Splitter,MOD-8251,3b15c115-335b-4593-9fa8-2a4b15a07890,400,75,HP,abhp@mail.com,1980762345,2023-10-09,400,Deliverd,2023,10,9,Monday,October,True
Arris DOCSIS 3.1 Cable Modem-2, Supports Gigabit Speed,No Image Available,Modem,SPL-5284,2a8a4a1e-9eec-4119-80c6-c837b41acb0b,200,50,BELL,blee@mail.com,1234567890,2022-06-08,200,Deliverd,2022,6,8,Wednesday,June,True
Optical Power Combiner-2,2x2 configuration for optical fibers,No Image Available,Combiner,MOD-4413,59d56cf8-fc8d-4eff-a0a0-4b7a39452598,300,75,Netgear,Neger@mail.com,9256476542,2023-11-22,300,Deliverd,2023,11,22,Wednesday,November,True
Ethernet Card-2,Cisco 8-Port Gigabit Ethernet Card for ISR Series,No Image Available,Card,SPL-5121,8654717a-544f-47ca-9c31-fe4db088c7ca,400,75,Synergy,synerg@mail.com,7865434961,2024-06-29,400,Deliverd,2024,6,29,Saturday,June,True
Sonet Multiplexer-2,Aggregates voice and data channels,No Image Available,Multiplexer,MUL-9709,278f3c3b-bd6c-41fa-bf9c-2202642f0dc7,400,75,Cardcom,cdcom@mail.com,1314732576,2023-10-16,400,Deliverd,2023,10,16,Monday,October,True
Juniper MX960-2, Core Router with 10GbE Ports,No Image Available,Router,CAR-6541,d48d8393-5e26-4f7c-af1e-544585be2961,200,50,Broadcom,brcom@mail.com,1759731674,2022-03-06,200,Deliverd,2022,3,6,Sunday,March,True
HP Aruba 2930F-2,"Managed Layer 3 Switch, 48 Ports",No Image Available,Switch,MOD-6292,57f9fad2-7887-4e59-a8dc-2d259137d097,200,50,Cisco,abcd@mail.com,1234567890,2022-07-16,200,Deliverd,2022,7,16,Saturday,July,True
Huawei 5G CPE-2, Wireless Modem for High-Speed Internet,No Image Available,Modem,MOD-6558,2955b8da-f75b-4ac2-a7fb-4e6fb18b50bc,400,75,HP,abhp@mail.com,1980762345,2023-08-21,400,Deliverd,2023,8,21,Monday,August,True
Cisco ISR 4451-X-2, Enterprise-Class Router,No Image Available,Router,MUL-1812,d6ced547-4048-4a3a-a243-0a3daf710efc,300,50,Netgear,Neger@mail.com,9256476542,2024-07-28,300,Deliverd,2024,7,28,Sunday,July,True
Cisco Nexus 9000-2,Data Center Switch,No Image Available,Switch,MUL-2823,5208a312-ef2e-4a3c-818a-36d0c69a2d1b,400,75,Cisco ,support@cisco.com,1234567890,2024-04-07,400,Deliverd,2024,4,7,Sunday,April,True
1x4 Optical Splitter-2, Used for optical signal splitting,No Image Available,Splitter,MUL-1020,3a2747f5-aafb-4416-b023-ca8a9f4b6a24,200,50,Cisco ,support@cisco.com,1234567890,2023-05-25,200,Deliverd,2023,5,25,Thursday,May,True
 DOCSIS 3.1-2,Netgear Nighthawk Cable Modem,No Image Available,Modem,SWI-5693,d70aa4d7-bc87-4f44-9e54-b785917da8f5,300,75,FiberTech Inc.,info@fibertech.com,9875429902,2023-01-26,300,Deliverd,2023,1,26,Thursday,January,True
2x4 Optical Power Combiner-2,For Fiber Networks,No Image Available,Combiner,SWI-5628,81359189-abef-4f4f-a631-cbedf563693c,400,75,Netgear,sales@netgear.com,9256476541,2024-09-08,400,Deliverd,2024,9,8,Sunday,September,True
Cisco 4-Port FXS Card-2,Cisco 4-Port FXS Card for ISR 4000 Series,card.jpg,Card,SPL-5344,d810d83f-8aaf-441a-854b-8f275fde1968,400,75,OptiFiber Co.,sales@optifiber.com,8944200472,2024-10-14,400,Deliverd,2024,10,14,Monday,October,True
Division Multiplexer (DWDM)-2,Dense Wavelength Division Multiplexer ,No Image Available,Multiplexer,ROU-3412,224c42de-b4d4-46f5-8344-52256c5daa7c,200,50,Cisco ,support@cisco.com,1234567890,2023-06-22,200,Deliverd,2023,6,22,Thursday,June,True
Huawei AR2220-2,Enterprise Router for Branches,No Image Available,Router,MUL-8714,a7e6e8e7-b380-4db3-857d-bd4b927ac736,200,50,NexGen ,contact@nexgen.com,5690244343,2022-07-05,200,Deliverd,2022,7,5,Tuesday,July,True
Juniper EX4300-2,48-Port Layer 3 Switch,No Image Available,Switch,SWI-1622,42c8b744-dc64-4ac5-913f-049dc759ac9a,400,75,Huawei ,sales@huawei.com,7764334977,2022-08-25,400,Deliverd,2022,8,25,Thursday,August,True
TP-Link DOCSIS 3.0 Cable Modem-2,High-Speed Internet,modem.jpg,Modem,MUL-9449,ef417567-feab-478c-a4fe-19d3714a49c4,300,50,Juniper Networks,sales@juniper.net,8920323094,2023-06-15,300,Deliverd,2023,6,15,Thursday,June,True
NetLink-X300-2,High-speed wireless router,No Image Available,Networking,ROU-7948,8212bc12-6b6e-4bd8-bd9f-2de57a2fbdd9,200,25,TP-Link,support@tp-link.com,9022323545,2024-04-02,200,Deliverd,2024,4,2,Tuesday,April,True
SwiftSwitch 24-2,24-port Gigabit Ethernet switch,No Image Available,Networking,ROU-1065,aaa758d6-d77c-42e6-bc3d-86809926d2cf,400,75,TechSupplies Inc.,contact@techsupplies.com,7892323545,2024-11-02,400,Deliverd,2024,11,2,Saturday,November,True
FiberSplit-4X-2,Optical fiber splitter (1x4),No Image Available,Optical,SPL-7587,c9500e8a-35b9-45d9-9d20-51d47c27bc0c,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2022-04-25,400,Deliverd,2022,4,25,Monday,April,True
SpeedModem-1000-2,High-speed DSL modem,No Image Available,Networking,CAR-1876,f76bdd6c-7d62-4d4a-8684-2515fb846c3f,200,50,OptiTech Co.,info@optitech.com,8920332194,2023-04-08,200,Deliverd,2023,4,8,Saturday,April,True
RFCombiner-8CH-2,8-channel RF signal combiner,No Image Available,Rf Equipment,CAR-2140,8cc16912-4552-4416-8f56-e799e2857323,300,75,DataConnect Ltd.,orders@dataconnect.com,8976422194,2023-02-07,300,Deliverd,2023,2,7,Tuesday,February,True
NetCard-P100-2,Network interface card with PCIe support,No Image Available,Components,MOD-4319,4d3e045e-45f1-4ef9-92ae-d285964adfe9,400,75,RF Solutions,support@rfsolutions.com,9055323545,2024-02-13,400,Deliverd,2024,2,13,Tuesday,February,True
MultiMux-32-2,32-channel multiplexer for signal routing,No Image Available,Optical,SWI-6687,98679536-f1d9-4da6-b31a-80cd34a87147,400,75,CardHub Systems,cards@cardhub.com,8976422224,2023-10-29,400,Deliverd,2023,10,29,Sunday,October,True
StreamRouter-Z500-2,Dual-band router with advanced firewall,No Image Available,Networking,SPL-7781,9b8f0fba-1f21-4cdb-9bf9-124177ecfebc,200,50,SignalWorks Inc.,inquiries@signalworks.com,9055325545,2024-02-08,200,Deliverd,2024,2,8,Thursday,February,True
ProSwitch 48-2,48-port managed switch,No Image Available,Networking,MOD-4577,6540f21d-c908-4789-a2e7-e470af9c53a8,200,50,TechSupplies Inc.,contact@techsupplies.com,7892323545,2024-07-11,200,Deliverd,2024,7,11,Thursday,July,True
FiberSplit-8X-2,Optical fiber splitter (1x8),No Image Available,Optical,SWI-4457,87c72981-3b54-4ab7-80a6-62ee6405bd64,400,75,NetGear Pro,sales@netgearpro.com,9256476542,2022-03-26,400,Deliverd,2022,3,26,Saturday,March,True
Cisco ISR 1101-3,ISR 1101 4 Ports GE Ethernet WAN Router,No Image Available,Router,MOD-5369,8e2c1c84-ebdf-4d5d-9020-a9daaf466e37,500,150,Cisco,abcd@mail.com,1234567890,2024-11-17,500,Deliverd,2024,11,17,Sunday,November,True
HP 5406zl-3,HP ProCurve Switch 5406zl,No Image Available,Switch,SWI-6731,e4ec5f18-9248-4478-9fba-c89243c05afc,300,100,HP,abhp@mail.com,1980762345,2024-01-22,300,Deliverd,2024,1,22,Monday,January,True
DOCSIS 3.1 Cable Modem-3,Superfast speeds up to 10 gigabits per second (Gbps),modem.jpg,Modem,CAR-1365,2ede93ef-4176-45f6-a7b8-e00dae4b85a6,200,50,Netgear,Neger@mail.com,9256476541,2024-06-07,200,Deliverd,2024,6,7,Friday,June,True
Cellular Duplexer Rx-3,A multiplexer product that is RoHS6 compliant ,No Image Available,Multiplexer,MOD-1130,029c8933-289b-4f7b-9434-d3c74659a12c,200,50,Broadcom,brcom@mail.com,1759731673,2024-05-23,200,Deliverd,2024,5,23,Thursday,May,True
SBB100 Splitter Trough Block-3, Splitter block  with copper-aluminium monopiece connector,splitter.jpg,Splitter,ROU-3840,be96a8e1-6ef1-4a17-8894-52c2f2c48d96,400,75,BELL,blee@mail.com,1256476893,2024-03-18,400,Deliverd,2024,3,18,Monday,March,True
Proximity Card-3,A contactless smart card ,card.jpg,Card,SWI-1991,17d8f02d-d2f7-4a21-9db0-20246031a595,500,150,Cardcom,cdcom@mail.com,1314732575,2024-11-23,500,Deliverd,2024,11,23,Saturday,November,True
DOCSIS 3.0 16x4 (CM500)-3,A High Speed Cable Modem,No Image Available,Modem,CAR-9236,4cef99ed-9d26-453d-bffc-b7fd5879a51e,300,100,Netgear,Neger@mail.com,9256476541,2024-07-04,300,Deliverd,2024,7,4,Thursday,July,True
DOCSIS 3.1 Cable Modem (CM1100) -3,A Nighthawk Multi-Gig Cable Modem,No Image Available,Modem,SPL-1421,e40ea173-ef62-4afb-a8ab-760dbc4553ab,400,75,Netgear,Neger@mail.com,9256476541,2024-10-10,400,Deliverd,2024,10,10,Thursday,October,True
CMOS 40G Serial Mux-3,A serial multiplex/demultiplex  chipset that is CMOS-based,No Image Available,Multiplexer,SWI-9284,c4d225cc-2703-4197-958f-d610be59e61a,300,100,Broadcom,brcom@mail.com,1759731674,2024-05-15,300,Deliverd,2024,5,15,Wednesday,May,True
DOCSIS 3.0 24x8 Cable Modem (CM600)-3,A NETGEAR High Speed 960Mbps Cable Modem,No Image Available,Modem,SPL-3061,2577e5e1-648d-4cb6-8abe-2a03192500a8,200,50,Netgear,Neger@mail.com,9256476541,2024-04-04,200,Deliverd,2024,4,4,Thursday,April,True
RF Combiner-3,A two-way combiner,No Image Available,Combiner,MOD-5724,d343915f-be47-406a-baa4-61d9ab56836c,300,75,Synergy,synerg@mail.com,7865434960,2023-06-26,300,Deliverd,2023,6,26,Monday,June,True
Cisco ISR 1100-3,Integrated Services Router,No Image Available,Router,MUL-2812,bae9cf77-6876-4143-9ee1-252fb93a75ae,500,150,Cisco,abcd@mail.com,1234567890,2023-07-14,500,Deliverd,2023,7,14,Friday,July,True
HP 5400zl-3,HP ProCurve Switch 5400zl,No Image Available,Switch,ROU-3259,6feca524-d654-4241-aece-93f85e1cf719,400,100,HP,abhp@mail.com,1980762345,2023-09-28,400,Deliverd,2023,9,28,Thursday,September,True
DOCSIS 3.0 Cable Modem-3,A High Speed Cable Modem,modem.jpg,Modem,ROU-3808,b6d2c06c-6b58-40d8-8ab8-ca2ad7624060,200,50,Netgear,Neger@mail.com,9256476541,2023-03-31,200,Deliverd,2023,3,31,Friday,March,True
WR90 Duplexer-3,RF waveguide duplexer ,No Image Available,Multiplexer,SWI-6247,87ba4ee1-c49f-4ad1-8eb2-6d24499538ab,200,50,Broadcom,brcom@mail.com,1759731673,2023-11-17,200,Deliverd,2023,11,17,Friday,November,True
PLC Splitter-3,Integrated waveguide optical power distribution device,splitter.jpg,Splitter,SWI-8429,2e36f043-5925-4bd0-b1e2-5379349da21a,400,75,BELL,blee@mail.com,1256476894,2023-10-16,400,Deliverd,2023,10,16,Monday,October,True
RFID Card-3,Radio-Frequency Identification Card,card.jpg,Card,ROU-9829,0dfc29c6-7904-4cc2-b914-397aafee9066,500,150,Cardcom,cdcom@mail.com,1314732576,2024-01-23,500,Deliverd,2024,1,23,Tuesday,January,True
DOCSIS 3.0 16x4 (CM501)-3,A High Speed Cable Modem,No Image Available,Modem,CAR-6948,4e77549f-fd44-4363-b0ba-56f5d721bfad,300,100,Netgear,Neger@mail.com,9256476541,2024-08-03,300,Deliverd,2024,8,3,Saturday,August,True
